patric_id	locus_tag	product	gene
226186.12.peg.4780	BT_4701	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	
226186.12.peg.4781	BT_4702	Naphthoate synthase (EC 4.1.3.36)	
226186.12.peg.4782	BT_4703	O-succinylbenzoate synthase (EC 4.2.1.113)	
226186.12.peg.4783	BT_4704	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	
226186.12.peg.4784	BT_4705	RNA polymerase ECF-type sigma factor	
226186.12.peg.4785	BT_4706	Putative anti-sigma factor	
226186.12.peg.4786	BT_4707	Outer membrane TonB-dependent transporter%2C utilization system for glycans and polysaccharides (PUL)%2C SusC family	
226186.12.peg.4787	BT_4708	Cell surface glycan-binding lipoprotein%2C utilization system for glycans and polysaccharides (PUL)%2C SusD family	
226186.12.peg.4788	BT_4709	glycosyl hydrolase	
226186.12.peg.4789	BT_4710	Patatin-like protein	
226186.12.peg.479	BT_0479	Putative glycosyltransferase	
226186.12.peg.4790	BT_4711	hypothetical protein	
226186.12.peg.4791	BT_4712	hypothetical protein	
226186.12.peg.4792	BT_4713	alpha-L-fucosidase (EC 3.2.1.51)	
226186.12.peg.4793	BT_4714	beta-glucosidase (EC 3.2.1.21)	
226186.12.peg.4794	BT_4715	DNA protection during starvation protein	
226186.12.peg.4795	BT_4716	Hydrogen peroxide-inducible genes activator %3D> OxyR	
226186.12.peg.4796	BT_4717	integral membrane protein%2C putative permease	
226186.12.peg.4797	BT_4718	Aquaporin Z	
226186.12.peg.4798	BT_4719	hypothetical protein	
226186.12.peg.4799	BT_4720	RNA polymerase ECF-type sigma factor	
226186.12.peg.48	BT_0050	Beta-1%2C3-glucosyltransferase	
226186.12.peg.480	BT_0480	Glycosyltransferase	
226186.12.peg.4800	BT_4721	RNA polymerase ECF-type sigma factor	
226186.12.peg.4801	BT_4722	RNA polymerase ECF-type sigma factor	
226186.12.peg.4802	BT_4723	Iron siderophore sensor protein	
226186.12.peg.4803	BT_4724	Outer membrane TonB-dependent transporter%2C utilization system for glycans and polysaccharides (PUL)%2C SusC family	
226186.12.peg.4804	BT_4725	Cell surface glycan-binding lipoprotein%2C utilization system for glycans and polysaccharides (PUL)%2C SusD family	
226186.12.peg.4805	BT_4726	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	
226186.12.peg.4806	BT_4727	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	
226186.12.peg.4807	BT_4728	Uncharacterized MFS-type transporter	
226186.12.peg.4809	BT_4732	Toxin HigB	
226186.12.peg.481	BT_0481	Polysaccharide export outer membrane protein	
226186.12.peg.4810	BT_4733	Antitoxin HigA	
226186.12.peg.4811	BT_4734	Putative helicase	
226186.12.peg.4814	BT_4735	DNA-binding protein%2C histone-like family	
226186.12.peg.4816	BT_4736	N-acetylmuramoyl-L-alanine amidase	
226186.12.peg.4817	BT_4737	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	
226186.12.peg.4818	BT_4738	Pyruvate formate-lyase (EC 2.3.1.54)	
226186.12.peg.4819	BT_4739	Transposase	
226186.12.peg.482	BT_0482	Tyrosine-protein kinase (EC 2.7.10.2)	
226186.12.peg.4820	BT_4740	Transposase	
226186.12.peg.4821	BT_4741	hypothetical protein	
226186.12.peg.4822	BT_4744	hypothetical protein	
226186.12.peg.4823	BT_4745	DNA-binding protein	
226186.12.peg.4824	BT_4747	hypothetical protein	
226186.12.peg.4825	BT_4748	hypothetical protein	
226186.12.peg.4826	BT_4749	Putative DNA methylase	
226186.12.peg.4827	BT_4751	hypothetical protein	
226186.12.peg.4828	BT_4752	Hypothetical protein BF1253	
226186.12.peg.4829	BT_4753	hypothetical protein	
226186.12.peg.483	BT_0483	Outer membrane TonB-dependent transporter%2C utilization system for glycans and polysaccharides (PUL)%2C SusC family	
226186.12.peg.4830	BT_4754	DNA-cytosine methyltransferase (EC 2.1.1.37)	
226186.12.peg.4831	BT_4755	putative two-component system sensor histidine kinase%2C putative heat shock protein	
226186.12.peg.4832	BT_4756	hypothetical protein	
226186.12.peg.4833	BT_4757	hypothetical protein	
226186.12.peg.4834	BT_4758	Putative mobilization protein BF0133	
226186.12.peg.4835	BT_4759	Putative conjugative transposon mobilization protein BF0132	
226186.12.peg.4837	BT_4762	Conjugative transposon protein TraA	
226186.12.peg.4838	BT_4763	Conjugative transposon protein TraB	
226186.12.peg.4839	BT_4764	hypothetical protein	
226186.12.peg.484	BT_0484	Cell surface glycan-binding lipoprotein%2C utilization system for glycans and polysaccharides (PUL)%2C SusD family	
226186.12.peg.4840	BT_4767	Conjugative transposon protein TraE	
226186.12.peg.4841	BT_4768	Conjugative transposon protein TraF	
226186.12.peg.4843	BT_4770	Conjugative transposon protein TraG	
226186.12.peg.4845	BT_4774	Conjugative transposon protein TraJ	
226186.12.peg.4847	BT_4778	Conjugative transposon protein TraM	
226186.12.peg.4849	BT_4780	Conjugative transposon protein TraN	
226186.12.peg.485	BT_0485	Transposase	
226186.12.peg.4850	BT_p548204	zinc metalloproteinase Mpr protein	
226186.12.peg.4851	BT_p548205	hypothetical protein	
226186.12.peg.4852	BT_p548206	hypothetical protein	
226186.12.peg.4853	BT_p548207	hypothetical protein	
226186.12.peg.4854	BT_p548208	Mobilization protein MobC	
226186.12.peg.4855	BT_p548209	hypothetical protein	
226186.12.peg.4856	BT_p548211	hypothetical protein	
226186.12.peg.4857	BT_p548213	hypothetical protein	
226186.12.peg.4858	BT_p548214	hypothetical protein	
226186.12.peg.4859	BT_p548215	hypothetical protein	
226186.12.peg.486	BT_0486	Altronate dehydratase (EC 4.2.1.7)	
226186.12.peg.4861	BT_p548216	hypothetical protein	
226186.12.peg.4863	BT_p548218	hypothetical protein	
226186.12.peg.4864	BT_p548221	hypothetical protein	
226186.12.peg.4865	BT_p548222	hypothetical protein	
226186.12.peg.4866	BT_p548227	Immunoreactive 53 kDa antigen PG123	
226186.12.peg.4867	BT_p548228	hypothetical protein	
226186.12.peg.4868	BT_p548229	hypothetical protein	
226186.12.peg.4869	BT_p548231	Chromosome (plasmid) partitioning protein ParA	
226186.12.peg.487	BT_0487	Transcriptional regulator%2C LacI/PurR family	
226186.12.peg.4870	BT_p548232	hypothetical protein	
226186.12.peg.4871	BT_p548233	Putative DNA-binding protein in cluster with Type I restriction-modification system	
226186.12.peg.4872	BT_p548234	Resolvase	
226186.12.peg.4874	BT_p548235	hypothetical protein	
226186.12.peg.4875	BT_p548238	hypothetical protein	
226186.12.peg.488	BT_0488	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	
226186.12.peg.489	BT_0489	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	
226186.12.peg.49	BT_0051	Putative glycosyltransferase	
226186.12.peg.490	BT_0490	hypothetical protein	
226186.12.peg.491	BT_0491	Protein DUF2149%2C predicted transporter component	
226186.12.peg.492	BT_0492	hypothetical transporter PduT for various metalloporphyrins	
226186.12.peg.493	BT_0493	Protein BF2544%2C predicted transporter component	
226186.12.peg.494	BT_0494	CobN-like chelatase BtuS for metalloporphyrine salvage	
226186.12.peg.495	BT_0495	CobN-like chelatase BtuS for metalloporphyrine salvage	
226186.12.peg.496	BT_0496	TonB-Dependent Hemoglobin Receptor HmuR	
226186.12.peg.497	BT_0497	Hemophore HmuY%2C recruits heme from host protein carriers	
226186.12.peg.498	BT_0498	Calycin-like beta-barrel domain protein	
226186.12.peg.5	BT_0005	SSU ribosomal protein S17p (S11e)	
226186.12.peg.50	BT_0052	hypothetical protein	
226186.12.peg.500	BT_0499	Cobalt/zinc/cadmium resistance protein CzcD	
226186.12.peg.501	BT_0500	Predicted cobalt transporter in Bacteroides_Porphyromonas	
226186.12.peg.502	BT_0501	hypothetical protein	
226186.12.peg.503	BT_0502	TonB-dependent receptor%3B Outer membrane receptor for ferrienterochelin and colicins	
226186.12.peg.504	BT_0503	hypothetical protein	
226186.12.peg.505	BT_0504	TonB-dependent receptor%3B Outer membrane receptor for ferrienterochelin and colicins	
226186.12.peg.506	BT_0505	hypothetical protein	
226186.12.peg.507	BT_0506	beta-glycosyl hydrolase	
226186.12.peg.508	BT_0507	Transcriptional regulator%2C AcrR family	
226186.12.peg.509	BT_0508	Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 1	
226186.12.peg.51	BT_0053	Glycosyl transferase%2C group 1	
226186.12.peg.510	BT_0509	Heterodimeric efflux ABC transporter%2C permease/ATP-binding subunit 2	
226186.12.peg.511	BT_0510	putative heme biosynthesis protein	
226186.12.peg.512	BT_0511	hypothetical protein	
226186.12.peg.513	BT_0512	hypothetical protein	
226186.12.peg.514	BT_0514	hypothetical protein	
226186.12.peg.515	BT_0515	Terminal quinol oxidase%2C subunit%2C putative (doxD-like)	
226186.12.peg.516	BT_0516	hypothetical protein	
226186.12.peg.517	BT_0517	Flavodoxin 1	
226186.12.peg.518	BT_0518	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	
226186.12.peg.519	BT_0519	Repair of Iron Centers di-iron protein	
226186.12.peg.52	BT_0054	Putative glycosyltransferase	
226186.12.peg.520	BT_0520	Transcriptional regulator	
226186.12.peg.521	BT_0521	putative acetyl transferase	
226186.12.peg.522	BT_0522	hypothetical protein	
226186.12.peg.523	BT_0523	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	
226186.12.peg.524	BT_0524	Two-component transcriptional response regulator%2C LuxR family	
226186.12.peg.525	BT_0525	hypothetical protein	
226186.12.peg.526	BT_0526	L-asparaginase I%2C cytoplasmic (EC 3.5.1.1)	
226186.12.peg.527	BT_0527	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA
226186.12.peg.528	BT_0528	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	
226186.12.peg.529	BT_0529	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	trpC
226186.12.peg.53	BT_0055	Glycosyltransferase	
226186.12.peg.530	BT_0530	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	
226186.12.peg.531	BT_0531	Anthranilate synthase%2C amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase%2C amidotransferase component (EC 2.6.1.85)	
226186.12.peg.532	BT_0532	Anthranilate synthase%2C aminase component (EC 4.1.3.27)	
226186.12.peg.533	BT_0533	Tryptophan synthase beta chain (EC 4.2.1.20)	
226186.12.peg.535	BT_0535	Iron-containing alcohol dehydrogenase	
226186.12.peg.536	BT_0536	Two-component system sensor histidine kinase	
226186.12.peg.537	BT_0537	Two-component system sensor histidine kinase	
226186.12.peg.538	BT_0539	Transporter%2C sodium/sulfate symporter family	
226186.12.peg.54	BT_0056	Putative glycosyltransferase	
226186.12.peg.540	BT_0540	Exopolyphosphatase (EC 3.6.1.11)	
226186.12.peg.541	BT_0541	Polyphosphate kinase (EC 2.7.4.1)	
226186.12.peg.542	BT_0542	hypothetical protein	
226186.12.peg.543	BT_0543	Glutamine synthetase type III%2C GlnN (EC 6.3.1.2)	
226186.12.peg.544	BT_0544	Ammonium transporter	
226186.12.peg.546	BT_0546	FrrB	
226186.12.peg.547	BT_0547	L%2CL-diaminopimelate aminotransferase (EC 2.6.1.83)	
226186.12.peg.548	BT_0548	Diaminopimelate epimerase (EC 5.1.1.7)	dapF
226186.12.peg.549	BT_0549	Putative thioredoxin	
226186.12.peg.55	BT_0058	hypothetical protein	
226186.12.peg.550	BT_0550	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	
226186.12.peg.551	BT_0551	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	asnB
226186.12.peg.552	BT_0552	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	
226186.12.peg.553	BT_0553	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	
226186.12.peg.554	BT_0554	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	
226186.12.peg.555	BT_0555	Amidophosphoribosyltransferase (EC 2.4.2.14)	
226186.12.peg.556	BT_0556	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	
226186.12.peg.557	BT_0557	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	
226186.12.peg.559	BT_0558	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	
226186.12.peg.56	BT_0059	hypothetical protein	
226186.12.peg.560	BT_0559	Transcriptional regulator%2C AraC family	
226186.12.peg.561	BT_0560	outer membrane efflux protein	
226186.12.peg.562	BT_0561	HlyD family secretion protein	
226186.12.peg.563	BT_0562	Efflux ABC transporter%2C ATP-binding protein / Efflux ABC transporter%2C ATP-binding protein	
226186.12.peg.564	BT_0563	Domain of unknown function / Efflux ABC transporter%2C permease protein	
226186.12.peg.565	BT_0564	Efflux ABC transporter%2C permease protein	
226186.12.peg.566	BT_0565	Small heat shock protein	
226186.12.peg.567	BT_0566	Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	
226186.12.peg.568	BT_0567	SanA protein	
226186.12.peg.569	BT_0568	hypothetical protein	
226186.12.peg.570	BT_0569	Lysophospholipase L1 and related esterases	
226186.12.peg.571	BT_0570	Excinuclease ABC subunit B	
226186.12.peg.572	BT_0571	Coenzyme A ligase	
226186.12.peg.573	BT_0572	Amino acid-binding ACT	
226186.12.peg.574	BT_0573	Outer membrane assembly lipoprotein YfiO	
226186.12.peg.575	BT_0574	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	
226186.12.peg.576	BT_0575	hypothetical protein	
226186.12.peg.577	BT_0576	hypothetical protein	
226186.12.peg.578	BT_0577	LysM-repeat proteins and domains	
226186.12.peg.579	BT_0578	Excinuclease ABC subunit A	
226186.12.peg.58	BT_0060	Polysaccharide export outer membrane protein	
226186.12.peg.580	BT_0579	Cys-tRNA(Pro) deacylase YbaK	
226186.12.peg.581	BT_0580	Di-tripeptide/cation symporter	
226186.12.peg.582	BT_0581	Acetyltransferase%2C GNAT family	
226186.12.peg.583	BT_0582	Transcriptional regulator%2C PadR family	
226186.12.peg.584	BT_0583	hypothetical protein	
226186.12.peg.585	BT_0584	Outer membrane protein romA	
226186.12.peg.586	BT_0585	Flavoredoxin	
226186.12.peg.587	BT_0586	hypothetical protein	
226186.12.peg.588	BT_0587	Prolyl oligopeptidase family protein	
226186.12.peg.589	BT_0588	BexA%2C multidrug efflux pump	
226186.12.peg.59	BT_0061	Tyrosine-protein kinase (EC 2.7.10.2)	
226186.12.peg.590	BT_0589	Inner membrane protein translocase and chaperone YidC%2C long form	
226186.12.peg.592	BT_0590	CTP synthase (EC 6.3.4.2)	pyrG
226186.12.peg.593	BT_0591	hypothetical protein	
226186.12.peg.594	BT_0592	hypothetical protein	
226186.12.peg.595	BT_0593	hypothetical protein	
226186.12.peg.596	BT_0594	hypothetical protein	
226186.12.peg.597	BT_0595	hypothetical protein	
226186.12.peg.598	BT_0596	Capsular polysaccharide transcription antitermination protein%2C UpxY family	
226186.12.peg.599	BT_0597	UpdZ protein	
226186.12.peg.60	BT_0063	hypothetical protein	
226186.12.peg.600	BT_0598	Capsular polysaccharide biosynthesis protein capD	
226186.12.peg.601	BT_0599	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	
226186.12.peg.602	BT_0600	UDP-glucuronate 5'-epimerase (EC 5.1.3.12)	
226186.12.peg.603	BT_0601	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	
226186.12.peg.604	BT_0602	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	
226186.12.peg.605	BT_0603	hypothetical protein	
226186.12.peg.606	BT_0604	Related to F420H2-dehydrogenase%2C beta subunit	
226186.12.peg.607	BT_0605	putative polysaccharide export protein	
226186.12.peg.608	BT_0606	hypothetical protein	
226186.12.peg.609	BT_0607	serine O-acetyltransferase	
226186.12.peg.61	BT_0064	hypothetical protein	
226186.12.peg.610	BT_0608	Glycosyltransferase	
226186.12.peg.611	BT_0609	hypothetical protein	
226186.12.peg.612	BT_0610	hypothetical protein	
226186.12.peg.618	BT_0611	Glycosyltransferase	
226186.12.peg.619	BT_0612	Aminotransferase%2C DegT/DnrJ/EryC1/StrS family	
226186.12.peg.62	BT_0065	hypothetical protein	
226186.12.peg.620	BT_0613	Polysaccharide export outer membrane protein	
226186.12.peg.621	BT_0614	Tyrosine-protein kinase (EC 2.7.10.2)	
226186.12.peg.622	BT_0615	hypothetical protein	
226186.12.peg.624	BT_0616	Sigma factor RpoE regulatory protein RseC	
226186.12.peg.625	BT_0617	Electron transport complex protein RnfB	
226186.12.peg.626	BT_0618	Electron transport complex protein RnfC	
226186.12.peg.627	BT_0619	Electron transport complex protein RnfD	
226186.12.peg.628	BT_0620	Electron transport complex protein RnfG	
226186.12.peg.629	BT_0621	Electron transport complex protein RnfE	
226186.12.peg.63	BT_0066	major outer membrane protein OmpA	
226186.12.peg.630	BT_0622	Electron transport complex protein RnfA	
226186.12.peg.631	BT_0623	UDP-glucose 4-epimerase (EC 5.1.3.2)	
226186.12.peg.632	BT_0624	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	
226186.12.peg.634	BT_0625	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	
226186.12.peg.635	BT_0626	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	pheT
226186.12.peg.636	BT_0627	Probable transcriptional regulatory protein YebC	
226186.12.peg.637	BT_0628	hypothetical protein	
226186.12.peg.638	BT_0629	Manganese transport protein MntH	
226186.12.peg.639	BT_0630	Exodeoxyribonuclease III (EC 3.1.11.2)	
226186.12.peg.64	BT_0069	Transposase	
226186.12.peg.640	BT_0631	hypothetical protein	
226186.12.peg.643	BT_0632	Translation elongation factor LepA	
226186.12.peg.644	BT_0633	Putative Na+/H+ exchange protein	
226186.12.peg.645	BT_0634	Na+/H+ antiporter NhaA type	
226186.12.peg.646	BT_0635	Transcriptional repressor%2C BlaI/MecI family	
226186.12.peg.647	BT_0636	Regulatory sensor-transducer%2C BlaR1/MecR1 family / TonB-dependent receptor	
226186.12.peg.648	BT_0637	DNA recombination protein RmuC	
226186.12.peg.649	BT_0638	Methionine aminopeptidase (EC 3.4.11.18)	
226186.12.peg.65	BT_0070	ISPsy6%2C transposase	
226186.12.peg.650	BT_0639	hypothetical protein	
226186.12.peg.651	BT_0640	Fe-S oxidoreductase	
226186.12.peg.652	BT_0642	RNA pseudouridylate synthase BT0642	
226186.12.peg.653	BT_0643	RNA methyltransferase%2C TrmA family	
226186.12.peg.655	BT_0644	Pyruvate%2Cphosphate dikinase (EC 2.7.9.1)	
226186.12.peg.656	BT_0645	hypothetical protein	
226186.12.peg.657	BT_0646	hypothetical protein	
226186.12.peg.658	BT_0647	Thiazole tautomerase TenI (EC 5.3.99.10)	
226186.12.peg.659	BT_0648	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	
226186.12.peg.66	BT_0072	Efflux ABC transporter%2C permease/ATP-binding protein	
226186.12.peg.660	BT_0649	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	thiH
226186.12.peg.661	BT_0650	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	
226186.12.peg.662	BT_0651	Thiazole synthase (EC 2.8.1.10)	thiG
226186.12.peg.663	BT_0652	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	thiE
226186.12.peg.664	BT_0653	Sulfur carrier protein ThiS	
226186.12.peg.665	BT_0654	Two-component system sensor histidine kinase	
226186.12.peg.666	BT_0655	Superoxide dismutase [Mn/Fe] (EC 1.15.1.1)	
226186.12.peg.667	BT_0656	hypothetical protein	
226186.12.peg.669	BT_0657	ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	
226186.12.peg.67	BT_0073	Efflux ABC transporter%2C permease/ATP-binding protein	
226186.12.peg.670	BT_0658	hypothetical protein	
226186.12.peg.671	BT_0659	hypothetical protein	
226186.12.peg.672	BT_0660	hypothetical protein	
226186.12.peg.674	BT_0661	hypothetical protein	
226186.12.peg.675	BT_0662	hypothetical protein	
226186.12.peg.676	BT_0664	hypothetical protein	
226186.12.peg.677	BT_0665	hypothetical protein	
226186.12.peg.678	BT_0666	hypothetical protein	
226186.12.peg.679	BT_0667	Signal peptidase I (EC 3.4.21.89)	
226186.12.peg.680	BT_0668	hypothetical protein	
226186.12.peg.681	BT_0669	putative cation efflux system protein	
226186.12.peg.682	BT_0670	putative cation efflux system	
226186.12.peg.683	BT_0671	outer membrane protein TolC%2C putative	
226186.12.peg.685	BT_0672	RND efflux system%2C inner membrane transporter	
226186.12.peg.686	BT_0673	Uncharacterized NAD(P)H oxidoreductase%2C YdeQ/YrkL/YwrO family	
