ID	locus_tag	product	gene	all_R1	all_R2	all_R3	bbif_R1	bbif_R2	bbif_R3	bbre_R1	bbre_R2	bbre_R3	binf_R1	binf_R2	binf_R3	bthe_R1	bthe_R2	bthe_R3	lsym_R1	lsym_R2	lsym_R3	ecol_R1	ecol_R2	ecol_R3	paci_R1	paci_R2	paci_R3
fig|1254.353.peg.503		Asparagine synthetase		0	0	0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0			
fig|1254.353.peg.504	HN015_02440	FIG00744368: hypothetical protein		0	2	2	3.0	0.0	2.0	0.0	1.0	0.0	0.0	60.0	7.0	7.0	11.0	9.0	11.0	0.0	1.0	12.0	31.0	45.0			
fig|1254.353.peg.505	HN015_02445	Mobile element protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.506	HN015_02450	Exopolysaccharide biosynthesis protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.507	HN015_02455	Uncharacterized sugar:proton symporter		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			
fig|1254.353.peg.508	HN015_02460	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.509	HN015_02465	Mobile element protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	20.0	0.0	8.0	1.0	0.0	5.0			
fig|1254.353.peg.51	HN015_00225	membrane-anchoring domain / Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)		0	2	4	10.0	3.0	5.0	2.0	10.0	7.0	19.0	70.0	58.0	14.0	39.0	26.0	80.0	2.0	29.0	18.0	107.0	192.0			
fig|1254.353.peg.510		ABC transporter%2C ATP-binding protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.511	HN015_02470	General stress protein		4	2	3	65.0	5.0	2.0	1.0	5.0	1.0	0.0	439.0	29.0	12.0	25.0	20.0	491.0	5.0	134.0	6.0	155.0	192.0			
fig|1254.353.peg.512	HN015_02475	Mobile element protein		2	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	1.0	2.0	24.0	0.0	10.0	1.0	15.0	10.0			
fig|1254.353.peg.513	HN015_02480	Transposase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0			
fig|1254.353.peg.514	HN015_02485	plasmid replication initiation protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.0			
fig|1254.353.peg.515		N-acetylneuraminate lyase (EC 4.1.3.3)		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0			
fig|1254.353.peg.516	HN015_02490	N-acetylneuraminate lyase (EC 4.1.3.3)		0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0			
fig|1254.353.peg.517	HN015_02495	Putative transposase InsK for insertion sequence element IS150		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.518	HN015_02500	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.519	HN015_02505	similar to glutathione reductase		3	2	6	0.0	34.0	27.0	25.0	1.0	13.0	8.0	1952.0	3.0	5.0	11.0	9.0	1.0	6.0	0.0	8.0	517.0	448.0			
fig|1254.353.peg.52	HN015_00230	FIG00906575: hypothetical protein		0	5	1	17.0	3.0	4.0	0.0	11.0	5.0	9.0	43.0	21.0	7.0	22.0	27.0	92.0	0.0	25.0	25.0	45.0	52.0			
fig|1254.353.peg.520	HN015_02510	Uncharacterized MFS-type transporter		0	0	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	1.0	17.0	9.0			
fig|1254.353.peg.521	HN015_02515	Uncharacterized MFS-type transporter		0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	11.0			
fig|1254.353.peg.522	HN015_02520	Magnesium and cobalt transport protein CorA		4	0	4	17.0	9.0	1.0	0.0	6.0	1.0	16.0	22.0	62.0	16.0	27.0	35.0	30.0	1.0	22.0	14.0	101.0	138.0			
fig|1254.353.peg.523	HN015_02530	hypothetical protein		0	0	0	8.0	0.0	6.0	0.0	2.0	0.0	9.0	0.0	14.0	12.0	16.0	14.0	58.0	0.0	15.0	13.0	31.0	35.0			
fig|1254.353.peg.524	HN015_02535	Transposase		4	25	27	3.0	34.0	89.0	8.0	18.0	6.0	23.0	119.0	45.0	11.0	31.0	52.0	53.0	75.0	37.0	197.0	341.0	170.0			
fig|1254.353.peg.525		Transposase		0	0	0	1.0	5.0	8.0	2.0	1.0	0.0	8.0	29.0	4.0	6.0	11.0	7.0	0.0	1.0	1.0	18.0	70.0	52.0			
fig|1254.353.peg.526	HN015_02540	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0			
fig|1254.353.peg.527	HN015_02545	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.528	HN015_02550	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.529	HN015_02555	hypothetical protein		0	2	2	29.0	7.0	10.0	0.0	4.0	2.0	18.0	65.0	58.0	28.0	54.0	24.0	117.0	0.0	38.0	50.0	155.0	130.0			
fig|1254.353.peg.53	HN015_00235	Predicted membrane ancor connecting MutS2 with cell-division Z-ring		0	2	2	15.0	6.0	8.0	2.0	4.0	9.0	0.0	26.0	13.0	10.0	19.0	15.0	45.0	3.0	25.0	6.0	23.0	52.0			
fig|1254.353.peg.530	HN015_02565	hypothetical protein		0	3	1	4.0	7.0	5.0	2.0	1.0	4.0	1.0	239.0	37.0	7.0	31.0	34.0	32.0	5.0	16.0	24.0	132.0	194.0			
fig|1254.353.peg.531	HN015_02570	LicD family protein		0	2	1	0.0	4.0	6.0	0.0	3.0	1.0	12.0	33.0	27.0	11.0	26.0	14.0	6.0	0.0	4.0	18.0	78.0	57.0			
fig|1254.353.peg.532	HN015_02575	Predicted integral membrane protein		4	0	0	3.0	11.0	5.0	0.0	2.0	1.0	19.0	84.0	37.0	8.0	17.0	15.0	6.0	4.0	2.0	26.0	147.0	209.0			
fig|1254.353.peg.533		hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.534	HN015_02580	Chitin binding protein		0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0			
fig|1254.353.peg.535	HN015_02585	hypothetical protein		16	11	20	100.0	50.0	54.0	18.0	22.0	23.0	148.0	1469.0	162.0	103.0	291.0	215.0	210.0	5.0	119.0	69.0	461.0	617.0			
fig|1254.353.peg.536	HN015_02590	Hydroxyethylthiazole kinase (EC 2.7.1.50)	thiM	0	0	0	0.0	0.0	3.0	0.0	0.0	1.0	11.0	65.0	6.0	2.0	10.0	2.0	1.0	0.0	1.0	11.0	55.0	61.0			
fig|1254.353.peg.537	HN015_02595	Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	thiD	0	2	1	1.0	3.0	8.0	0.0	2.0	2.0	11.0	212.0	7.0	2.0	7.0	4.0	6.0	0.0	2.0	24.0	225.0	199.0			
fig|1254.353.peg.538	HN015_02600	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	thiE	0	5	0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	52.0	14.0	0.0	3.0	1.0	0.0	0.0	0.0	8.0	53.0	41.0			
fig|1254.353.peg.539	HN015_02605	Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety	tenA	0	2	0	0.0	2.0	3.0	2.0	0.0	0.0	7.0	70.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	11.0	71.0	57.0			
fig|1254.353.peg.54	HN015_00240	hypothetical protein		1	2	7	101.0	2.0	9.0	0.0	9.0	10.0	110.0	1327.0	471.0	146.0	394.0	301.0	669.0	2.0	203.0	209.0	2244.0	2281.0			
fig|1254.353.peg.540	HN015_02610	ATP-dependent DNA helicase RecQ	recQ	0	5	0	3.0	5.0	3.0	0.0	0.0	1.0	0.0	42.0	11.0	4.0	12.0	5.0	11.0	1.0	4.0	12.0	70.0	63.0			
fig|1254.353.peg.541	HN015_02615	Predicted Zn-dependent protease		0	2	1	2.0	1.0	0.0	0.0	1.0	0.0	2.0	45.0	4.0	1.0	3.0	4.0	5.0	0.0	3.0	13.0	10.0	11.0			
fig|1254.353.peg.542	HN015_02620	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	tagD	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.543	HN015_02625	Penicillin-binding protein		2	7	1	22.0	6.0	2.0	0.0	6.0	4.0	10.0	54.0	25.0	35.0	56.0	46.0	63.0	0.0	36.0	39.0	103.0	154.0			
fig|1254.353.peg.544	HN015_02630	Tyrosine-protein kinase transmembrane modulator EpsC		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.545	HN015_02635	Tyrosine-protein kinase EpsD (EC 2.7.10.2)		0	1	3	5.0	1.0	4.0	0.0	3.0	1.0	5.0	38.0	21.0	13.0	19.0	11.0	13.0	2.0	4.0	10.0	56.0	31.0			
fig|1254.353.peg.546	HN015_02640	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)		1	8	1	5.0	6.0	5.0	2.0	6.0	5.0	7.0	55.0	22.0	13.0	41.0	32.0	25.0	0.0	16.0	41.0	94.0	57.0			
fig|1254.353.peg.547	HN015_02645	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)		0	3	0	3.0	3.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	4.0	5.0	6.0	3.0	0.0	4.0	3.0	13.0	9.0			
fig|1254.353.peg.548	HN015_02650	Glycosyltransferase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.549	HN015_02655	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.55	HN015_00245	hypothetical protein		0	0	1	48.0	0.0	2.0	0.0	5.0	4.0	81.0	479.0	183.0	57.0	139.0	109.0	232.0	1.0	88.0	149.0	643.0	639.0			
fig|1254.353.peg.550	HN015_02660	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.551	HN015_02665	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.552	HN015_02670	Glycosyltransferase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.553	HN015_02675	UDP-galactopyranose mutase (EC 5.4.99.9)	glf	3	2	0	4.0	1.0	3.0	0.0	5.0	4.0	1.0	0.0	22.0	7.0	27.0	18.0	8.0	0.0	5.0	26.0	44.0	29.0			
fig|1254.353.peg.554	HN015_02680	Membrane protein involved in the export of O-antigen%2C teichoic acid lipoteichoic acids		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.555	HN015_02685	putative acetyl transferase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.556	HN015_02690	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.557	HN015_02695	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.558	HN015_02700	PTS system%2C mannose-specific IIA component (EC 2.7.1.191)		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.559	HN015_02705	PTS system%2C mannose-specific IIB component (EC 2.7.1.191)		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.56	HN015_00250	Manganese transport protein MntH		4	28	13	1184.0	26.0	23.0	1.0	69.0	46.0	728.0	8019.0	2982.0	1071.0	1962.0	1784.0	4728.0	11.0	1932.0	957.0	8181.0	7094.0			
fig|1254.353.peg.560	HN015_02710	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.561	HN015_02715	PTS system%2C mannose-specific IID component		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.562	HN015_02720	Putative glucosamine-fructose-6-phosphate aminotransferase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.563	HN015_02725	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.564	HN015_02730	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.565	HN015_02735	DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)		0	3	1	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	4.0	3.0	0.0	0.0	3.0	14.0	27.0			
fig|1254.353.peg.566	HN015_02740	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	4.0	3.0	10.0	2.0			
fig|1254.353.peg.567	HN015_02745	Negative transcriptional regulator-copper transport operon		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	11.0			
fig|1254.353.peg.568	HN015_02750	Copper-transporting ATPase		0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0			
fig|1254.353.peg.569	HN015_02755	Copper-transporting ATPase		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.57	HN015_00255	Universal stress protein family		3	16	3	569.0	3.0	7.0	3.0	16.0	12.0	414.0	4956.0	1122.0	426.0	943.0	801.0	2834.0	3.0	1038.0	306.0	5077.0	4897.0			
fig|1254.353.peg.570	HN015_02760	Lead%2C cadmium%2C zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)%3B Copper-translocating P-type ATPase (EC 3.6.3.4)		0	0	0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	1.0	1.0	6.0	1.0	9.0	1.0	7.0	0.0			
fig|1254.353.peg.571	HN015_02765	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.572	HN015_02770	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.573	HN015_02775	hypothetical protein		0	0	0	9.0	0.0	2.0	1.0	2.0	0.0	5.0	36.0	11.0	7.0	19.0	11.0	59.0	1.0	12.0	21.0	39.0	36.0			
fig|1254.353.peg.574	HN015_02780	Serine/threonine exchanger SteT		0	2	0	3.0	0.0	2.0	0.0	1.0	0.0	4.0	12.0	4.0	2.0	0.0	3.0	7.0	1.0	1.0	8.0	7.0	13.0			
fig|1254.353.peg.575	HN015_02785	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)		0	0	1	1.0	4.0	1.0	1.0	3.0	2.0	9.0	35.0	15.0	8.0	15.0	6.0	13.0	0.0	2.0	15.0	13.0	26.0			
fig|1254.353.peg.576	HN015_02790	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)		2	3	1	4.0	8.0	3.0	0.0	1.0	1.0	4.0	82.0	7.0	4.0	24.0	19.0	3.0	2.0	6.0	4.0	43.0	58.0			
fig|1254.353.peg.577	HN015_02795	Oxidoreductase%2C Gfo/Idh/MocA family		5	6	10	6.0	12.0	12.0	2.0	3.0	6.0	22.0	678.0	66.0	20.0	57.0	48.0	15.0	1.0	19.0	58.0	511.0	546.0			
fig|1254.353.peg.578	HN015_02800	ATP-dependent RNA helicase YfmL		2	4	5	21.0	10.0	18.0	0.0	9.0	8.0	17.0	490.0	86.0	52.0	63.0	59.0	122.0	4.0	43.0	87.0	510.0	426.0			
fig|1254.353.peg.579	HN015_02805	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr%2C subfamily F2		6	31	23	76.0	49.0	54.0	1.0	33.0	22.0	124.0	1333.0	323.0	95.0	174.0	204.0	437.0	21.0	147.0	233.0	1740.0	1450.0			
fig|1254.353.peg.58	HN015_00260	Integral membrane protein		0	0	3	40.0	0.0	1.0	0.0	7.0	3.0	51.0	335.0	134.0	54.0	84.0	66.0	227.0	0.0	94.0	41.0	172.0	127.0			
fig|1254.353.peg.580	HN015_02810	FIG00906479: hypothetical protein		0	5	1	20.0	13.0	16.0	2.0	6.0	1.0	13.0	451.0	83.0	27.0	54.0	50.0	112.0	7.0	35.0	52.0	294.0	327.0			
fig|1254.353.peg.581	HN015_02815	hypothetical protein		6	5	10	25.0	29.0	23.0	7.0	8.0	4.0	31.0	146.0	59.0	35.0	122.0	95.0	95.0	5.0	38.0	116.0	297.0	289.0			
fig|1254.353.peg.582	HN015_02825	GMP reductase (EC 1.7.1.7)		2	15	2	16.0	25.0	26.0	2.0	7.0	3.0	4.0	83.0	19.0	31.0	22.0	48.0	49.0	4.0	17.0	12.0	482.0	498.0			
fig|1254.353.peg.583	HN015_02830	ATP-dependent Clp protease%2C ATP-binding subunit ClpE		9	28	35	87.0	84.0	85.0	11.0	15.0	18.0	242.0	10735.0	620.0	121.0	219.0	247.0	570.0	25.0	148.0	257.0	3588.0	3528.0			
fig|1254.353.peg.584	HN015_02835	Uncharacterized protein LRC_06960		0	2	3	6.0	2.0	1.0	0.0	1.0	0.0	10.0	49.0	20.0	7.0	13.0	9.0	29.0	2.0	12.0	19.0	95.0	80.0			
fig|1254.353.peg.585	HN015_02840	Phosphotransferase system%2C phosphocarrier protein HPr		17	76	55	100.0	164.0	163.0	20.0	32.0	24.0	92.0	3300.0	432.0	144.0	254.0	212.0	386.0	38.0	165.0	551.0	3870.0	3439.0			
fig|1254.353.peg.586	HN015_02845	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	ptsP	56	371	322	408.0	786.0	930.0	92.0	185.0	86.0	593.0	14466.0	1941.0	502.0	1019.0	883.0	1973.0	226.0	696.0	2750.0	22343.0	17650.0			
fig|1254.353.peg.587	HN015_02850	Hydrolase%2C alpha/beta fold family		0	5	5	16.0	7.0	10.0	0.0	0.0	0.0	0.0	43.0	16.0	1.0	1.0	2.0	41.0	1.0	24.0	19.0	127.0	97.0			
fig|1254.353.peg.588	HN015_02855	1%2C2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.337)		7	20	12	79.0	30.0	21.0	5.0	19.0	13.0	69.0	300.0	137.0	71.0	137.0	90.0	173.0	3.0	85.0	149.0	487.0	387.0			
fig|1254.353.peg.589	HN015_02860	Glycosyltransferase LafB%2C responsible for the formation of Gal-Glc-DAG		0	9	1	37.0	12.0	20.0	3.0	11.0	4.0	33.0	93.0	108.0	47.0	60.0	40.0	123.0	1.0	69.0	95.0	222.0	213.0			
fig|1254.353.peg.59	HN015_00265	hypothetical protein		0	1	1	4.0	12.0	3.0	0.0	0.0	0.0	12.0	219.0	45.0	9.0	28.0	13.0	13.0	0.0	2.0	6.0	104.0	178.0			
fig|1254.353.peg.590	HN015_02865	Integral membrane protein LafC%2C accessory function in glycolipid and LTA synthesis		0	15	4	34.0	15.0	15.0	0.0	4.0	2.0	20.0	99.0	94.0	35.0	66.0	32.0	120.0	4.0	38.0	96.0	175.0	174.0			
fig|1254.353.peg.591	HN015_02990	FIG00906194: hypothetical protein		2	1	2	23.0	11.0	2.0	0.0	2.0	0.0	4.0	22.0	24.0	4.0	23.0	23.0	31.0	3.0	10.0	11.0	41.0	93.0			
fig|1254.353.peg.592	HN015_02995	S-adenosylmethionine synthetase (EC 2.5.1.6)		0	10	17	120.0	33.0	40.0	0.0	38.0	19.0	78.0	288.0	198.0	115.0	250.0	209.0	414.0	3.0	155.0	185.0	479.0	433.0			
fig|1254.353.peg.593	HN015_03000	Uncharacterized MFS-type transporter		1	2	4	23.0	4.0	8.0	0.0	12.0	6.0	3.0	30.0	35.0	11.0	28.0	27.0	71.0	1.0	35.0	50.0	69.0	50.0			
fig|1254.353.peg.594	HN015_03005	Putative rRNA methylase YtqB		0	0	2	3.0	0.0	3.0	0.0	2.0	1.0	9.0	30.0	7.0	11.0	11.0	7.0	15.0	0.0	3.0	11.0	47.0	68.0			
fig|1254.353.peg.595	HN015_03010	putative membrane-associated phospholipid phosphatase%2C PAP2 superfamily		0	2	0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	6.0	14.0	15.0	17.0	21.0	19.0	0.0	2.0	19.0	16.0	3.0			
fig|1254.353.peg.596	HN015_03015	Leucyl-tRNA synthetase (EC 6.1.1.4)		3	23	13	47.0	35.0	31.0	4.0	22.0	6.0	51.0	298.0	155.0	61.0	110.0	81.0	112.0	6.0	43.0	136.0	544.0	467.0			
fig|1254.353.peg.597	HN015_03020	Probable cell division protein YtgP		0	4	10	19.0	10.0	4.0	0.0	10.0	1.0	11.0	81.0	43.0	25.0	38.0	43.0	62.0	1.0	16.0	56.0	148.0	126.0			
fig|1254.353.peg.598	HN015_03025	SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)		1	10	1	3.0	7.0	1.0	0.0	1.0	0.0	4.0	1.0	9.0	1.0	7.0	11.0	11.0	0.0	6.0	24.0	42.0	42.0			
fig|1254.353.peg.599	HN015_03030	ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)		0	0	0	4.0	3.0	4.0	0.0	0.0	0.0	4.0	53.0	12.0	2.0	11.0	3.0	23.0	0.0	15.0	8.0	53.0	97.0			
fig|1254.353.peg.6	HN015_00020	DNA recombination and repair protein RecF	recF	2	17	21	65.0	16.0	34.0	9.0	34.0	29.0	38.0	421.0	145.0	48.0	136.0	104.0	363.0	6.0	111.0	99.0	591.0	473.0			
fig|1254.353.peg.60	HN015_00270	Transcriptional regulator%2C LysR family		0	0	0	0.0	0.0	3.0	0.0	1.0	1.0	4.0	29.0	13.0	0.0	1.0	4.0	5.0	1.0	2.0	3.0	6.0	25.0			
fig|1254.353.peg.600	HN015_03035	Universal stress protein family		15	10	12	13.0	23.0	18.0	11.0	6.0	0.0	76.0	1174.0	265.0	26.0	134.0	99.0	66.0	0.0	23.0	79.0	942.0	1311.0			
fig|1254.353.peg.601	HN015_03040	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.602	HN015_03045	hypothetical protein		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.603	HN015_03050	Lipoamidase		11	26	37	15.0	135.0	122.0	17.0	6.0	12.0	13.0	692.0	56.0	47.0	80.0	57.0	29.0	25.0	8.0	109.0	4699.0	4620.0			
fig|1254.353.peg.604	HN015_03055	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	treC	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.605	HN015_03060	Trehalose operon transcriptional repressor	treR	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.606	HN015_03065	PTS system%2C trehalose-specific IIA component (EC 2.7.1.201) / PTS system%2C trehalose-specific IIB component (EC 2.7.1.201) / PTS system%2C trehalose-specific IIC component		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
fig|1254.353.peg.607	HN015_03070	Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)		0	3	7	61.0	19.0	30.0	2.0	42.0	16.0	23.0	254.0	147.0	40.0	105.0	101.0	299.0	11.0	87.0	64.0	687.0	805.0			
